user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_precision,context_recall,answer_correctness,semantic_similarity,question_id
est ce que je peux  injecter le medicament insuman rapid 100ui sol dans la veine a la maison?,"[""Sans objet.\n\n## 3. COMMENT UTILISER DETICENE 100 mg, poudre et solvant pour solution pour perfusion ?\n\n## Instructions pour un bon usage\n\n## Posologie\n\nVotre médecin évaluera la dose à administrer selon votre état de santé.\n\n## Mode et voie d'administration\n\nCe médicament sera préparé et vous sera injecté par un professionnel de santé :\n\n- · soit dans une veine (perfusion intra veineuse), -\n- · soit dans une artère (perfusion intra artérielle). -"", ""- · au cours de la perfusion, une fuite du médicament hors de la veine perfusée peut provoquer une douleur très vive  au  point  d'injection  parfois  associée  à  une  lésion  de  la  peau.  Si  vous  ressentez  cet  effet,  vous  devez immédiatement le signaler au médecin ou à l'infirmière qui vous administre le produit,"", ""Ce médicament se présente sous forme de solution injectable pour perfusion en ampoules. Boîte de 1, 10, 15 ou 20.\n\nNom et adresse du titulaire de l'autorisation de mise sur le marché et du titulaire de l'autorisation de fabrication responsable de la libération des lots, si différent\n\n## Titulaire\n\n## Pierre FABRE MEDICAMENT\n\n45, place Abel Gance\n\n92100 BOULOGNE\n\n## Exploitant\n\n## Pierre FABRE MEDICAMENT\n\n45, place Abel Gance 92100 BOULOGNE\n\n## Fabricant\n\n## Pierre FABRE MEDICAMENT"", ""## Mode d'administration\n\nInsuman Rapid est une solution destinée à être injectée sous la peau ou, dans des circonstances exceptionnelles, dans une veine (vaisseau sanguin).\n\nVotre médecin vous montrera dans quelle zone cutanée vous devez injecter votre insuline. A chaque injection d'insuline, vous devez changer de point de piqûre au sein d'une zone cutanée donnée."", ""## Mode d'administration\n\nVoie injectable.\n\nCe médicament ne doit être administré que par voie veineuse en perfusion LENTE pendant au moins 30 minutes pour 200 mg de solution d'ofloxacine à injecter.\n\n## Fréquence d'administration\n\n1 à 2 administration(s) par 24 heures.\n\n## Durée du traitement\n\nPour être efficace, cet antibiotique doit être utilisé régulièrement aux doses prescrites, et aussi longtemps que votre médecin vous l'aura conseillé."", 'le site d injection de maniëre aseptique comme conseillé par votre médecin point |']",Ceci signifie que DETICENE est un médicament destiné à être administré par voie veineuse sous forme de perfusion lente pendant au moins 30 minutes.,"Non, l'administration d'insuline dans la veine exige de l'expérience et des précautions rigoureuses. Pour ces raisons, cela doit être fait en milieu hospitalier ou dans une structure spécialisée similaire, et non à domicile.",1.0,0.2557896332714183,0.9666666666473333,1.0,0.1541366638437729,0.6165466553750916,Q21
"C est quoi la thrombose associée avec Cerazette 0,75 mg comprimé ?","['Les effets indésirables sérieux associés à l\'utilisation de Cerazette sont décrits dans les paragraphes ""Cancer du sein"" et ""Thrombose"" dans la rubrique 2 ""Dans quel cas, vous ne pouvez pas prendre ce médicament ou les cas où vous devriez être extrêmement prudent"". Pour plus d\'informations veuillez lire cette rubrique et, si nécessaire, consultez immédiatement votre médecin.', ""Commencez à prendre Cerazette le lendemain de la prise du dernier comprimé de la plaquette de votre pilule actuelle ou le jour du retrait de l'anneau vaginal ou du patch transdermique (donc pas d'intervalle sans pilule, anneau ou patch). Si la plaquette de votre pilule actuelle contient des comprimés placebo (donc sans hormones), vous devez commencer à prendre Cerazette le lendemain de la prise du dernier comprimé actif (en cas de doute, demandez à votre médecin ou à votre pharmacien de quel"", '- -vous avez ou avez eu un cancer du sein.\n- -vous avez un cancer du foie car il n\'est pas possible d\'exclure un éventuel effet de Cerazette.\n- -vous avez eu une thrombose.\n- -vous êtes diabétique.\n- -vous souffrez d\'épilepsie (voir rubrique"" Autres médicaments et Cerazette »).\n- -vous souffrez de tuberculose (voir rubrique"" Autres médicaments et Cerazette »],\n- -vous avez une tension artérielle élevée.', ""- -Si vous êtes allergique au désogestrel ou à l'un des autres composants de Cerazette (mentionnés dans la rubrique 6)\n- -Si vous souffrez de thrombose. Une thrombose est la formation d'un caillot de sang dans un vaisseau sanguin [par exemple au niveau d'une jambe (thrombose veineuse profonde) ou des poumons (embolie pulmonaire)].\n- -Si vous avez ou avez eu la jaunisse (jaunissement de la peau) ou une maladie grave du foie et que votre fonction hépatique n'est toujours pas normale."", ""Pour un comprimé.\n\n· Les autres composants sont : hypromellose, amidon de maïs prégélatinisé, cellulose microcristalline, fumarate de stéaryle sodique.\n\n## Qu'est-ce que TRIATEC 1,25 mg, comprimé et contenu de l'emballage extérieur"", 'PRÉSEIffATiONS-,\n\n--\n\nCLOVIR est disponible en 200mg, comprimés,\n\n## Ceci est un médicament']","Ceci signifie que la thrombose est un effet indésirable sérieux associé à l'utilisation de Cerazette 0,75 mg comprimé."," Une thrombose est la formation d'un caillot de sang susceptible d'obstruer un vaisseau sanguin, souvent dans une veine profonde de la jambe (thrombose veineuse profonde) ou dans les poumons (embolie pulmonaire) Le risque de thrombose est plus élevé chez les utilisatrices de pilules contraceptives, mais il est plus faible avec Cerazette, qui contient uniquement un progestatif, comparé aux pilules combinées contenant des œstrogènes.",0.5,0.5190032194139286,0.999999999975,0.5,0.4673465918278813,0.6693863673115249,Q22
 ce que Risperdal Consta LP 25mg est un medicament psychotrope?,"[""<!-- image -->\n\nANSM - Mis à jour le : 12/04/2016\n\n## Dénomination du médicament\n\n## RISPERDALCONSTA L.P. 25 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie\n\nRispéridone\n\n## Encadré\n\nVeuillez lire attentivement cette notice avant d'utiliser ce médicament car elle contient des informations importantes pour vous."", ""<!-- image -->\n\nANSM - Mis à jour le : 12/04/2016\n\n## Dénomination du médicament\n\n## RISPERDALCONSTA L.P. 50 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie\n\nRispéridone\n\n## Encadré\n\nVeuillez lire attentivement cette notice avant d'utiliser ce médicament car elle contient des informations importantes pour vous."", ""Si vous êtes actuellement traité par d'autres antipsychotiques oraux que la rispéridone, votre dose initiale dépendra de votre traitement actuel. Votre médecin choisira RISPERDALCONSTA L.P. 25 mg ou 37,5 mg.\n\nVotre médecin décidera de la dose de RISPERDALCONSTA L.P. adaptée pour vous.\n\n## Dose d'entretien"", ""Si vous êtes actuellement traité par d'autres antipsychotiques oraux que la rispéridone, votre dose initiale dépendra de votre traitement actuel. Votre médecin choisira RISPERDALCONSTA L.P. 25 mg ou 37,5 mg.\n\nVotre médecin décidera de la dose de RISPERDALCONSTA L.P. adaptée pour vous.\n\n## Dose d'entretien"", ""## 1. QU'EST-CE QUE RISPERDALCONSTA L.P. 25 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie ET DANS QUELS CAS EST-IL UTILISE ?\n\n## Classe pharmacothérapeutique\n\nRISPERDALCONSTA L.P. 25 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie appartient à un groupe de médicaments appelés « antipsychotiques ».\n\n## Indications thérapeutiques"", ""Si vous commencez ou arrêtez un traitement avec ces médicaments vous pourriez avoir besoin d'une dose différente de rispéridone.\n\nSi vous n'êtes pas certain que ce qui précède s'applique à vous, parlez-en à votre médecin ou à votre pharmacien avant d'utiliser RISPERDALCONSTA L.P. 25 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie.\n\n## Interactions avec les aliments et les boissons""]","Ceci signifie que : RISPERDALCONSTA L.P. 25 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie est un médicament psychotrope, appartenant à la classe des antipsychotiques.","Oui, Risperdal Consta LP 25mg est un medicament psychotrope ",0.3333333333333333,0.8000895277943151,0.6333333333122222,0.0,0.4936333881881074,0.7745335527524295,Q23
Est-ce que je peux utiliser voltarene emulgel 0.01 pour traiter l'eczema?,"['Dans certains cas, il est possible que survienne un eczéma allergique avec parfois des lésions éloignées du lieu de traitement, il faut immédiatement arrêter le traitement et avertir votre médecin.\n\nSi vous remarquez des effets indésirables non mentionnés dans cette notice, ou si certains effets indésirables deviennent graves, veuillez en informer votre médecin ou votre pharmacien.\n\n## 5. COMMENT CONSERVER FUCIDINE 2 POUR CENT, crème ?\n\nTenir hors de la portée et de la vue des enfants.', ""Si vous ressentez un quelconque effet indésirable, parlez-en à votre m édecin, votre pharm acien ou à votre infirm ier/ère. Ceci s'applique aussi à tout effet indésirable qui ne serait pas m entionné dans cette notice. Vous pouvez égalem ent déclarer les effets indésirables directem ent via le systèm e national de déclaration: en Belgique :  Agence fédérale des m édicam ents et des produits de santé. Division Vigilance. EUROSTATION II. Place Victor Horta, 40/ 40. B-1060 Bruxelles. (Site"", ""Si vous ressentez un quelconque effet indésirable, parlez-en à votre m édecin ou votre pharm acien. Ceci s'applique aussi à tout effet i n dési rabl e qui  n e serai t pas m enti onné dans cette noti ce. Vous pouvez égalem ent déclarer les effets indésirables directem ent via le système national de déclaration: en Belgique: Agence fédérale des m édicam ents et des produits de santé. Division Vigilance. EUROSTATION II. Place Victor Horta, 40/ 40. B-1060 Bruxelles. (Site internet: www.afm ps.be,"", ""Si vous ressentez un quelconque effet indésirable, parlez-en à votre médecin ou votre pharmacien. Ceci s'applique aussi à tout effet indésirable qui ne serait  pas mentionné dans cette notice. V ous pouvez également déclarer les effets indésirables directement via : Belgique : Agence fédérale des médicaments et des produits de santé, Division Vigilance, EUROSTATION II, Place Victor Horta, 40/40, B-1060 Bruxelles, Site internet: www.afmps.be, e-mail: patientinfo@fagg-afmps.be; Luxembourg:"", ""## Déclaration des effets secondaires\n\nSi vous ressentez un quelconque effet indésirable, parlez-en à votre m édecin ou votre pharm acien. Ceci s'applique aussi à tout effet i n dési rabl e qui  n e serai t pas m enti onné dans cette noti ce. Vous pouvez égalem ent déclarer les effets indésirables directem ent via :\n\n## Belgique\n\nAgence fédérale des m édicam ents et des produits de santé - Division Vigilance\n\nEUROSTATION II - Place Victor Horta, 40/ 40 - B-1060 Bruxelles"", 'Dans ce cas, ne le sous-estimez pas et consultez votre médecin.\n\n## Fréquence indéterminée :']",Information non trouvée dans le contexte fourni. Veuillez consulter un professionnel de santé., Voltarene Emulgel gel ne doit pas être utilisé sur des zones de peau affectes par des lésions comme l'eczéma,1.0,0.0,0.699999999965,1.0,0.06314140467714123,0.2525656187085649,Q24
quels sont les médicaments qui peuvent affecter l'activité d'IRESSA 250mg comp pelli  ?,"['Comme tous les médicaments, HEMI-DAONIL 2,5 mg, comprimé sécable peut provoquer des effets indésirables, mais ils ne surviennent pas systématiquement chez tout le monde.', ""Sans objet.\n\n## Risque de syndrome de sevrage\n\n## Si vous arrêtez de prendre MODOPAR 250 (200 mg/50 mg), gélule:\n\nL'interruption brutale du traitement peut provoquer l'apparition d'une rigidité musculaire, tremblements, agitation, confusion, fièvre.\n\n## 4. QUELS SONT LES EFFETS INDESIRABLES EVENTUELS ?\n\n## Description des effets indésirables\n\nComme tous les médicaments, ce médicament peut provoquer des effets indésirables, mais ils ne surviennent pas systématiquement chez tout le monde."", ""Les médicaments ne doivent pas être jetés au tout à l'égout ou avec les ordures ménagères. Demandez à votre pharmacien ce qu'il faut faire des médicaments inutilisés. Ces mesures permettront de protéger l'environnement.\n\n## 6. INFORMATIONS SUPPLEMENTAIRES\n\n## Liste complète des substances actives et des excipients\n\n## Que contient TRILEPTAL 150 mg, comprimé pelliculé ?\n\n## La substance active est:"", ""## Faites attention avec ANAFRANIL 75 mg, comprimé pelliculé sécable:\n\n## Mises en garde spéciales\n\nNe pas interrompre brutalement le traitement.\n\nComme pour tous les autres antidépresseurs, l'action de ce médicament ne se manifeste qu'au bout de plusieurs jours. Il est donc important de poursuivre le traitement régulièrement, même en l'absence d'amélioration immédiate, sauf avis contraire de votre médecin.\n\n## Idées suicidaires et aggravation de votre dépression ou de votre trouble anxieux"", ""Les médicaments ne doivent pas être jetés au tout à l'égout ou avec les ordures ménagères. Demandez à votre pharmacien ce qu'il faut faire des médicaments inutilisés. Ces mesures permettront de protéger l'environnement.\n\n## 6. INFORMATIONS SUPPLEMENTAIRES\n\n## Liste complète des substances actives et des excipients\n\n## Que contient TICLID 250 mg, comprimé pelliculé ?\n\n## La substance active est:"", '## Description des effets indésirables\n\nComme tous les médicaments, LASILIX FAIBLE 20 mg, comprimé peut provoquer des effets indésirables, mais ils ne surviennent pas systématiquement chez tout le monde.']",Ceci signifie que : Aucune information pertinente trouvée dans le contexte fourni pour répondre à la question sur les médicaments affectant l'activité d'IRESSA 250mg comp pelli.,"Les médicaments qui peuvent affecter l'activité d'IRESSA sont : la phénytoïne, la carbamazépine, la rifampicine, l'itraconazole, les barbituriques, les remèdes à base de plantes contenant du Millepertuis, les inhibiteurs de la pompe à protons, les antagonistes des récepteurs H2 et les anti-acides.",0.0,0.0,0.49999999995,1.0,0.11995551739580924,0.479822069583237,Q25
Le medicament eprex 40000ui ml est utiliser pour traiter quelles maladies ?,"[""<!-- image -->\n\nANSM - Mis à jour le : 27/04/2017\n\n## Dénomination du médicament\n\n## EPREX 40000 UI/mL, solution injectable en seringue préremplie Epoétine alfa\n\n## Encadré\n\nVeuillez lire attentivement cette notice avant d'utiliser ce médicament car elle contient des informations importantes pour vous."", ""<!-- image -->\n\nANSM - Mis à jour le : 27/04/2017\n\n## Dénomination du médicament\n\n## EPREX 4000 UI/mL, solution injectable en seringue préremplie Epoétine alfa\n\n## Encadré\n\nVeuillez lire attentivement cette notice avant d'utiliser ce médicament car elle contient des informations importantes pour vous."", ""<!-- image -->\n\nANSM - Mis à jour le : 27/04/2017\n\n## Dénomination du médicament\n\n## EPREX 10000 UI/mL, solution injectable en seringue préremplie Epoétine alfa\n\n## Encadré\n\nVeuillez lire attentivement cette notice avant d'utiliser ce médicament car elle contient des informations importantes pour vous."", ""## Conduite de véhicules et utilisation de machines\n\nSans objet.\n\n## 3. COMMENT UTILISER EPREX ?\n\nVeillez à toujours utiliser ce médicament en suivant exactement les indications de votre médecin. Vérifiez auprès de votre médecin en cas de doute.\n\nVotre médecin a demandé des analyses sanguines et a décidé que vous deviez être traité par EPREX.\n\nEPREX peut être administré sous forme d'injection :"", ""## Conduite de véhicules et utilisation de machines\n\nSans objet.\n\n## 3. COMMENT UTILISER EPREX ?\n\nVeillez à toujours utiliser ce médicament en suivant exactement les indications de votre médecin. Vérifiez auprès de votre médecin en cas de doute.\n\nVotre médecin a demandé des analyses sanguines et a décidé que vous deviez être traité par EPREX.\n\nEPREX peut être administré sous forme d'injection :"", ""## Conduite de véhicules et utilisation de machines\n\nSans objet.\n\n## 3. COMMENT UTILISER EPREX ?\n\nVeillez à toujours utiliser ce médicament en suivant exactement les indications de votre médecin. Vérifiez auprès de votre médecin en cas de doute.\n\nVotre médecin a demandé des analyses sanguines et a décidé que vous deviez être traité par EPREX.\n\nEPREX peut être administré sous forme d'injection :""]","Ceci signifie que la notice ne fournit pas d'informations sur les maladies spécifiques traitées par EPREX 40000 UI/mL, solution injectable en seringue préremplie.","EPREX est utilisé pour traiter l'anémie symptomatique due à des maladies du rein (chez les enfants en hémodialyse, adultes en hémodialyse ou dialyse péritonéale, et adultes non encore dialysés avec anémie sévère). Il est aussi utilisé dans le traitement de l'anémie chez les adultes sous chimiothérapie pour des tumeurs solides, lymphome malin ou myélome multiple, chez les adultes modérément anémiques donnant leur sang avant une chirurgie, et chez les adultes devant avoir une intervention chirurgicale orthopédique majeure pour diminuer le besoin de transfusions sanguines. Enfin, EPREX est utilisé pour traiter l'anémie chez les adultes atteints de syndromes myélodysplasiques.",1.0,0.713005625028277,0.9999999999833333,1.0,0.12395961884451297,0.49583847537805187,Q26
 quels sont les hormones peuvent etre affecter par le medicament Risperdal Consta LP 25mg ?,"[""## Consultez votre médecin dès que possible.\n\n## Cancer du sein\n\nLes données suggèrent que la prise d'un THS combiné estro-progestatif et possiblement à base d'estrogène seul augmente le risque de cancer du sein. Ce risque supplémentaire dépend de la durée de prise du THS. Ce risque supplémentaire devient évident après plusieurs années. Toutefois, il revient à la normale en quelques années (maximum 5 ans) après l'arrêt du traitement."", ""## consultez votre médecin dès que possible.\n\n## Cancer du sein\n\nLes données suggèrent que la prise d'un THS combiné estroprogestatif et possiblement également les THS à base d'estrogène seul augmente le risque de cancer du sein. Ce risque supplémentaire dépend de la durée de prise du THS.\n\nCe risque supplémentaire devient évident après plusieurs années. Toutefois, il revient à la normale en quelques années (au maximum 5 ans) après l'arrêt du traitement."", ""## Interactions avec d'autres médicaments\n\n## Autres médicaments et RISPERDALCONSTA L.P. 25 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie\n\nInformez votre médecin ou pharmacien si vous prenez, avez récemment pris ou pourriez prendre tout autre médicament.\n\nIl est particulièrement important de parler avec votre médecin ou votre pharmacien si vous prenez l'un des produits suivants"", 'Les substances suwanres peuvent tédu re \'eUet hypog!ycéfr..od\'"" di \'epagmde conrraceprrfs oraux. nfampione, barbltunques, carbamazepme -&gt;BZ!dlÇues, cOflKosreroides, danazo/, hormones rhyrQid"""",,,,,, er symparhooumeClques', ""- · le type d'hormones qu'elles contiennent (œstrogène + progestatif ou progestatifs seuls),\n- · la dose d'hormone qu'elles contiennent (par exemple 50-35-30-20-15 microgrammes d'éthinylestradiol),\n- · la répartition des hormones dans le cycle menstruel (monophasique, biphasique et séquentielle),\n- · la durée de prise dans le cycle (en général 21 jours sur 28 avec arrêt pendant 7 jours, mais parfois 24 jours sur 28 ou 28 jours sur 28 c'est-à-dire prise sans interruption),"", ""- · Les symptômes suivants peuvent apparaître chez les nouveau-nés dont les mères ont utilisé RISPERDALCONSTA L.P. 25 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie durant le dernier trimestre (les trois derniers mois de leur grossesse) : tremblement, raideur et/ou faiblesse musculaire, endormissement, agitation, problème de respiration et difficultés à s'alimenter. Si votre bébé développe l'un de ces symptômes, vous devez contacter votre""]",Ceci signifie que : Risperdal Consta LP 25mg peut affecter le métabolisme des hormones stéroïdiennes et des hormones peuvent aussi affecter le métabolisme de Risperdal Consta LP 2,Risperdal Consta peut augmenter les taux du hormone prolactine.,0.0,0.6305255987889694,0.19999999998,0.0,0.14108842237036578,0.5643536894814631,Q27
"Est-ce que je peux utiliser BRONCHOCALM enfants 0,1 sirop pour un nouveau-né ?","[""## Allaitement\n\nOn ne sait pas si Ventavis passe dans le lait maternel. L'éventualité d'un risque pour l'enfant allaité ne pouvant être exclue, il est préférable de ne pas allaiter pendant le traitement par Ventavis.\n\nDemandez conseil à votre médecin ou à votre pharmacien avant de prendre tout médicament.\n\n## Les nouveau-nés, les jeunes enfants ainsi que les femmes enceintes ne doivent pas être dans la même pièce pendant que vous inhalez Ventavis."", ""## INDICATIONS THÉRAPEUTIQUES\n\nTraitement d'appoint des affections bronchiques aiguës bénignes.\n\n## POSOLOGIE ET MODE D'ADMINISTRATION\n\nVoie rectale\n\nTROPHYL E est contre-indiqué chez l'enfant de moins de 30 mois.\n\nEnfant de plus de 30 mois et de plus de 12 kg : 1 suppositoire TROPHYL E Enfant, matin et soir.\n\n## La durée du traitement est limitée à trois jours\n\nUn usage prolongé n'est pas conseillé, car ce médicament peut provoquer des troubles rectaux.\n\n## CONTRE-INDICATIONS"", '## BronchocQlm®\n\n~/\n\n## Enfants\n\nBromhydrate de dextrométhorphane 0.1 POURCENT\n\n## Lisez attentivement cette notice car elle contient des informations importantes pour vous.', ""## Allaitement\n\nOn ne sait pas si Ventavis passe dans le lait maternel. L'éventualité d'un risque pour l'enfant allaité ne pouvant être exclue, il est préférable de ne pas allaiter pendant le traitement par Ventavis.\n\nDemandez conseil à votre médecin ou à votre pharmacien avant de prendre tout médicament.\n\nLes nouveau-nés, les jeunes enfants ainsi que les femmes enceintes ne doivent pas être dans la même pièce pendant que vous inhalez Ventavis."", ""- Si votre asthme ou votre essoufflement s'aggrave, consultez votre médecin immédiatement. Si vous entendez des sifflements bronchiques plus importants, si vous vous sentez plus souvent oppressé au niveau de la poitrine ou si vous avez plus souvent besoin d'utiliser votre traitement bronchodilatateur de secours, continuez à utiliser Seretide sans augmenter le nombre de bouffées de Seretide. Votre état respiratoire pourrait s'aggraver et vous pourriez alors être davantage malade. Dans ce cas,"", ""Si votre asthme ou votre essoufflement s'aggrave, consultez votre médecin immédiatement. Si vous entendez des sifflements bronchiques plus importants, si vous vous sentez plus souvent oppressé au niveau de la poitrine ou si vous avez plus souvent besoin d'utiliser votre traitement bronchodilatateur de secours, continuez à utiliser Seretide sans augmenter le nombre de bouffées de Seretide. Votre état respiratoire pourrait s'aggraver et vous pourriez alors être davantage malade. Dans ce cas,""]","Ceci signifie que :
- La possibilité de passage de Ventavis dans le lait maternel n'est pas connue, ce qui implique un risque potentiel pour le nourrisson allaité. Il est donc recommandé de ne pas allaiter pendant le traitement par Ventavis.
- Les nouveau-nés, les jeunes enfants et les femmes enceintes ne doivent pas être présents dans la même pièce lors de l'inhalation de Ventavis.","Non, ce médicament ne peut pas etre utiliser pour un nouveau-ne.",1.0,0.47934170332930215,0.8055555555287036,1.0,0.10487103964800111,0.41948415859200444,Q28
"Quels sont les médicaments à ne pas associer avec BRONCHOCALM enfants 0,1 sirop ?","['Ne laisser pas les médicaments à la portée des enfants\n\n<!-- image -->', ""Des bronchospasmes peuvent notamment survenir chez des patients ayant des antécédents d'allergie ou d'asthme.\n\nComme pour tous les médicaments de sa classe, TRACRIUM peut s'avérer être moins efficace chez les brulés. En cas d'utilisation chez ce type de patients, la posologie pourra être augmentée si nécessaire en fonction de l'étendue et du temps écoulé depuis la survenue de la brûlure.\n\n## Interactions avec d'autres médicaments\n\n## Prise ou utilisation d'autres médicaments"", '## BronchocQlm®\n\n~/\n\n## Enfants\n\nBromhydrate de dextrométhorphane 0.1 POURCENT\n\n## Lisez attentivement cette notice car elle contient des informations importantes pour vous.', ""## Mises en garde spéciales\n\nEn cas de survenue de crises ou de gêne respiratoire, n'utilisez pas ce médicament mais un bronchodilatateur bêta2 mimétique par voie inhalée à action rapide et de courte durée (médicament qui augmente le calibre des bronches) que votre médecin vous aura prescrit à cet effet.\n\nLe soulagement habituellement obtenu doit alors être observé rapidement.\n\n## En cas d'échec, consultez immédiatement un médecin."", ""Vous ne devez pas interrompre ce traitement sans avis médical, même en cas d'amélioration très nette des symptômes.\n\nAttention: ce médicament n'est pas un bronchodilatateur.\n\nIl ne permet pas le traitement de la crise d'asthme.\n\nIl n'apporte pas de soulagement immédiat. Il est en particulier sans action sur la crise d'asthme déclarée."", ""NE PAS LAISSER A LA PORTEE DES ENFANTS.\n\n## Interactions avec d'autres médicaments\n\n## Prise ou utilisation d'autres médicaments\n\nAFIN D'EVITER D'EVENTUELLES INTERACTIONS ENTRE PLUSIEURS MEDICAMENTS, notamment la bromocriptine, la cabergoline et le pergolide, les anesthésiques généraux par inhalation, l'ocytocine et les prostaglandines, IL FAUT SIGNALER SYSTEMATIQUEMENT TOUT AUTRE TRAITEMENT EN COURS A VOTRE MEDECIN OU A VOTRE PHARMACIEN, MEME S'IL S'AGIT D'UN MEDICAMENT PRIS SANS ORDONNANCE.""]","Ceci signifie que les médicaments suivants ne doivent pas être associés avec BRONCHOCALM enfants 0,1 sirop : bromocriptine, cabergoline, pergolide, anesthésiques généraux par inhalation, ocytocine et prostaglandines.",Il ne faut pas associer ce médicament avec les IMAO (antidépresseurs) ni avec d autres antitussifs.,0.5,0.9608399804034405,0.7099999999858001,0.0,0.10745492711026505,0.4298197084410602,Q29
Quelle est la dose recommandée de BRONCHOCALM enfants sirop pour un enfant de 45 kg ?,"[""* Ces doses impliquent une surveillance attentive de la respiration au moins 3 heures après la fin de l'intervention.\n\n## Population pédiatrique\n\nDu matériel permettant une ventilation assistée doit toujours être disponible lors de l'utilisation chez l'enfant quel que soit son âge, même lors d'interventions de courte durée chez des enfants respirant spontanément."", ""## 1. QU'EST-CE QUE TROPHIRES COMPOSE ENFANTS, suppositoire ET DANS QUELS CAS EST-IL UTILISE ?\n\n## Classe pharmacothérapeutique\n\nANTALGIQUE périphérique\n\nANTIPYRETIQUE\n\n(N. Système nerveux central)\n\n(R. Système respiratoire)\n\n## Indications thérapeutiques\n\nCe médicament contient du paracétamol.\n\nIl est préconisé dans le traitement de la fièvre au cours des maladies bronchiques aiguës bénignes, chez l'enfant de 16 à 25 kg (soit environ 4 à 8 ans).\n\nLa durée de traitement est limitée à 3 jours."", ""## INDICATIONS THÉRAPEUTIQUES\n\nTraitement d'appoint des affections bronchiques aiguës bénignes.\n\n## POSOLOGIE ET MODE D'ADMINISTRATION\n\nVoie rectale\n\nTROPHYL E est contre-indiqué chez l'enfant de moins de 30 mois.\n\nEnfant de plus de 30 mois et de plus de 12 kg : 1 suppositoire TROPHYL E Enfant, matin et soir.\n\n## La durée du traitement est limitée à trois jours\n\nUn usage prolongé n'est pas conseillé, car ce médicament peut provoquer des troubles rectaux.\n\n## CONTRE-INDICATIONS"", ""## 1. QU'EST-CE QUE TROPHIRES ENFANTS, suppositoire ET DANS QUELS CAS EST-IL UTILISE ?\n\n## Classe pharmacothérapeutique\n\nA VISEE ANTISEPTIQUE. (R. Système respiratoire).\n\n## Indications thérapeutiques\n\nCe médicament est préconisé au cours des affections bronchiques aiguës bénignes chez l'enfant de plus de 12 kg (soit environ 30 mois).\n\nLa durée de traitement est limitée à 3 jours.\n\n## 2. QUELLES SONT LES INFORMATIONS A CONNAITRE AVANT D'UTILISER TROPHIRES ENFANTS, suppositoire ?"", ""THÉOSTAT 200 mg A LIBERATION PROLONGEE, comprimé sécable, appartient à une famille de médicaments appelés les bronchodilatateurs (xanthines). Il agit en augmentant le diamètre des bronches.\n\nCe médicament est utilisé chez l'adulte et l'enfant de plus de 6 ans pour traiter :\n\n- · certaines formes d'asthme (asthme à dyspnée paroxystique, asthme à dyspnée continue),\n- · un encombrement sévère des bronches et des poumons (bronchopneumopathie chronique obstructive) s'accompagnant de spasmes."", ""THEOSTAT 300 mg A LIBERATION PROLONGEE, comprimé sécable appartient à une famille de médicaments appelés les bronchodilatateurs (xanthines). Il agit en augmentant le diamètre des bronches.\n\nCe médicament est utilisé chez l'adulte et l'enfant de plus de 6 ans pour traiter :\n\n- · certaines formes d'asthme (asthme à dyspnée paroxystique, asthme à dyspnée continue),\n- · un encombrement sévère des bronches et des poumons (bronchopneumopathie chronique obstructive) s'accompagnant de spasmes.""]","Ceci signifie que : La dose recommandée de TROPHIRES COMPOSE Enfants pour un enfant de 45 kg est de 1 suppositoire, deux fois par jour.","la dose recommandée pour enfant de 45 kg  est de:  2 cuillères-mesure par prise, à renouveler en cas de besoin au bout de 4 heures, sans dépasser 8 cuillères-mesure par jour.",0.0,0.8092876107227284,0.8333333332916666,1.0,0.17661085978836868,0.7064434391534747,Q30
